flop_category,hand_category,boards_present,active_combos,reach_sum,mean_fold_frequency,mean_call_frequency,policy,mean_local_loss_bb,max_combo_loss_bb
A-high high,Top pair,22,621,109.78709800000006,0.01633103648989899,0.9836689637626264,C,0.0024380403691433745,0.5796951
A-high high,Second pair,22,450,25.069094000000018,0.20578585952915332,0.794214139145089,C,0.004497208690036971,0.9348587
A-high high,Third pair,22,407,395.06581900000003,0.7371582155283168,0.26284179270581004,F,0.004048249751128314,1.54569
A-high high,Air + draw,22,774,229.17497200000014,0.1768135511980924,0.8231864353222839,C,0.012591156345130384,0.4259874524688
A-high high,Weak pair,18,136,17.12695,0.9119432453703704,0.08805675462962964,F,0.04177803556117366,0.594079140072
A-high high,Two pair+,22,450,241.97244599999993,0.0,1.0,C,0.0,0.0
A-high medium,Top pair,16,647,166.84012199999998,0.0,1.0,C,0.0,0.0
A-high medium,Third pair,16,276,596.712781,0.8375580917637105,0.16244191433747995,F,0.0025153971379007992,0.38127300000000003
A-high medium,Air + draw,16,908,582.2288649999998,0.2912354735132183,0.708764525224677,C,0.08301952584860335,0.9316444
A-high medium,Second pair,16,555,50.38633700000001,0.6901404942548623,0.30985951006971024,F,0.39283154112300206,1.26607
A-high medium,Two pair+,16,289,436.4877860000002,0.0,1.0,C,0.0,0.0
A-high medium,Weak pair,8,48,0.6077569999999999,1.0,0.0,F,0.0,0.0
A-high medium,Underpair,6,21,0.001146,0.9981363888888889,0.0018635694444444444,F,0.0,0.0
A-high low,Third pair,28,443,670.2994389999998,0.8464500540890026,0.15354994508127146,F,0.03276310139511307,1.6067799999999999
A-high low,Second pair,28,607,396.59573000000023,0.5638760805807729,0.4361239174648826,F/C,0.21360760408734536,1.409265
A-high low,Air + draw,28,704,1010.327753,0.13763113751347636,0.8623688609984285,C,0.08990127510657941,1.6537437000000001
A-high low,Weak pair,27,489,160.90363499999995,0.9999908734567902,9.126543209876544e-06,F,0.0,0.0
A-high low,Top pair,28,1128,431.8514099999996,0.002436248543556617,0.9975637514564434,C,0.001944002640677627,0.155390937676
A-high low,Two pair+,28,330,963.3407319999999,2.1651785714285715e-07,0.9999997834821429,C,0.0,0.0
